# This ASPECT-compatible file contains data to calculate the thermodynamic driving force in the PhaseTransitionKinetics material model. This table is for olivine <==> wadsleyite evaluated along an isentrope produced by the BurnMan software.
# POINTS: 501
#
# pressure (Pa), temperature (K), density a (kg/m3), density b (kg/m3), thermal expansivity a (1/K), thermal expansivity b (1/K), specific heat a (J/K/kg), specific heat b (J/K/kg), compressibility a (1/Pa), compressibility b (1/Pa), seismic Vp a (m/s), seismic Vp b (m/s), seismic dVp/dT a (m/s/K), seismic dVp/dT b (m/s/K), seismic Vs a (m/s), seismic Vs b (m/s), seismic dVs/dT a (m/s/K), seismic dVs/dT b (m/s/K), molar internal energy a (J/mol), molar internal energy b (J/mol), molar Gibbs a (J/mol), molar Gibbs b (J/mol), molar entropy a (J/mol), molar entropy b (J/mol), molar volume a (m^3/mol), molar volume b (m^3/mol), delta density (kg/m3), delta thermal expansivity (1/K), delta specific heat (J/K/kg), delta compressibility (1/Pa), delta internal energy (J/mol), delta molar Gibbs (J/mol), delta molar entropy (J/K/mol), delta molar volume (m^3/mol)
pressure	temperature	density_a	density_b	thermal_expansivity_a	thermal_expansivity_b	specific_heat_a	specific_heat_b	compressibility_a	compressibility_b	pressure_wave_velocity_a	pressure_wave_velocity_b	pressure_wave_velocity_T_derivative_a	pressure_wave_velocity_T_derivative_b	shear_wave_velocity_a	shear_wave_velocity_b	shear_wave_velocity_T_derivative_a	shear_wave_velocity_T_derivative_b	molar_internal_energy_a	molar_internal_energy_b	molar_gibbs_a	molar_gibbs_b	molar_entropy_a	molar_entropy_b	molar_volume_a	molar_volume_b	delta_density	delta_thermal_expansivity	delta_specific_heat	delta_compressibility	delta_molar_internal_energy	delta_molar_gibbs	delta_molar_entropy	delta_molar_volume
1.0227202480e+11	2.3617007588e+03	4.9200198188e+03	5.0522283482e+03	5.7124847927e-06	8.0402941725e-06	1.1364719577e+03	1.1426132302e+03	2.0432476570e-12	1.9464365094e-12	1.1451532209e+04	1.2151462611e+04	-2.5041359326e-01	-2.2342469059e-01	4.8731153607e+03	5.8716513201e+03	-3.0794843265e-01	-2.3787264811e-01	-1.1012119982e+06	-1.1528765971e+06	1.1415485433e+06	1.0349394906e+06	3.9975861282e+02	3.8771190159e+02	3.1160728137e-05	3.0345302990e-05	1.3220852942e+02	2.3278093798e-06	6.1412725311e+00	-9.6811147611e-14	-5.1664598886e+04	-1.0660905268e+05	-1.2046711226e+01	-8.1542514681e-07
1.0254402460e+11	2.3630230816e+03	4.9227335879e+03	5.0548840954e+03	5.6980906775e-06	8.0240352621e-06	1.1364541160e+03	1.1425835484e+03	2.0393464379e-12	1.9429961875e-12	1.1457653877e+04	1.2157428418e+04	-2.5027563317e-01	-2.2322712121e-01	4.8734918417e+03	5.8728319737e+03	-3.0802664615e-01	-2.3781770545e-01	-1.0993366390e+06	-1.1511688583e+06	1.1494932756e+06	1.0426785366e+06	3.9980779612e+02	3.8774367484e+02	3.1143550075e-05	3.0329360101e-05	1.3215050752e+02	2.3259445845e-06	6.1294323703e+00	-9.6350250414e-14	-5.1832219297e+04	-1.0681473892e+05	-1.2064121287e+01	-8.1418997364e-07
1.0281602440e+11	2.3643448362e+03	4.9254436594e+03	5.0575365021e+03	5.6837592674e-06	8.0078447268e-06	1.1364363927e+03	1.1425540339e+03	2.0354609647e-12	1.9395688529e-12	1.1463764940e+04	1.2163383814e+04	-2.5013813394e-01	-2.2303046542e-01	4.8738643737e+03	5.8740077946e+03	-3.0810515007e-01	-2.3776327175e-01	-1.0974607666e+06	-1.1494603527e+06	1.1574335032e+06	1.0504134295e+06	3.9985702968e+02	3.8777551719e+02	3.1126414310e-05	3.0313453978e-05	1.3209284278e+02	2.3240854594e-06	6.1176411485e+00	-9.5892111820e-14	-5.1999586148e+04	-1.0702007378e+05	-1.2081512482e+01	-8.1296033156e-07
1.0308802420e+11	2.3656539013e+03	4.9281503884e+03	5.0601860699e+03	5.6694873872e-06	7.9917179372e-06	1.1364186389e+03	1.1425244764e+03	2.0315905690e-12	1.9361538514e-12	1.1469868477e+04	1.2169331540e+04	-2.5000150928e-01	-2.2283461460e-01	4.8742367057e+03	5.8751816821e+03	-3.0818378581e-01	-2.3770918408e-01	-1.0955862750e+06	-1.1477529061e+06	1.1653740852e+06	1.0581488797e+06	3.9990542011e+02	3.8780653054e+02	3.1109318490e-05	3.0297581528e-05	1.3203568155e+02	2.3222305499e-06	6.1058374582e+00	-9.5436717556e-14	-5.2166631175e+04	-1.0722520547e+05	-1.2098889574e+01	-8.1173696234e-07
1.0336002400e+11	2.3669634060e+03	4.9308534144e+03	5.0628322779e+03	5.6552776386e-06	7.9756590243e-06	1.1364010146e+03	1.1424951019e+03	2.0277357793e-12	1.9327517383e-12	1.1475961230e+04	1.2175268705e+04	-2.4986540924e-01	-2.2263967441e-01	4.8746048076e+03	5.8763505324e+03	-3.0826278980e-01	-2.3765561280e-01	-1.0937111235e+06	-1.1460445514e+06	1.1733097836e+06	1.0658798065e+06	3.9995393485e+02	3.8783768735e+02	3.1092264790e-05	3.0281745787e-05	1.3197886350e+02	2.3203813857e-06	6.0940873429e+00	-9.4984040972e-14	-5.2333427921e+04	-1.0742997708e+05	-1.2116247503e+01	-8.1051900309e-07
1.0363202380e+11	2.3682733503e+03	4.9335527493e+03	5.0654751375e+03	5.6411296122e-06	7.9596675492e-06	1.1363835186e+03	1.1424659091e+03	2.0238965007e-12	1.9293624382e-12	1.1482043237e+04	1.2181195349e+04	-2.4973004496e-01	-2.2244563903e-01	4.8749686937e+03	5.8775143635e+03	-3.0834217692e-01	-2.3760255485e-01	-1.0918353173e+06	-1.1443352935e+06	1.1812406096e+06	1.0736062195e+06	4.0000257323e+02	3.8786898689e+02	3.1075253025e-05	3.0265946597e-05	1.3192238814e+02	2.3185379370e-06	6.0823904605e+00	-9.4534062529e-14	-5.2499976223e+04	-1.0763439008e+05	-1.2133586343e+01	-8.0930642830e-07
1.0390402360e+11	2.3695825821e+03	4.9362484386e+03	5.0681147066e+03	5.6270426385e-06	7.9437426836e-06	1.1363661362e+03	1.1424368769e+03	2.0200725839e-12	1.9259858219e-12	1.1488114828e+04	1.2187111767e+04	-2.4959540320e-01	-2.2225249288e-01	4.8753287343e+03	5.8786734673e+03	-3.0842192123e-01	-2.3754999199e-01	-1.0899590405e+06	-1.1426253106e+06	1.1891670354e+06	1.0813285754e+06	4.0005124985e+02	3.8790034325e+02	3.1058282804e-05	3.0250183525e-05	1.3186626792e+02	2.3167000451e-06	6.0707407022e+00	-9.4086762013e-14	-5.2666270009e+04	-1.0783845996e+05	-1.2150906597e+01	-8.0809927921e-07
1.0417602340e+11	2.3708830838e+03	4.9389407177e+03	5.0707513186e+03	5.6130145340e-06	7.9278812771e-06	1.1363487693e+03	1.1424078669e+03	2.0162635658e-12	1.9226214393e-12	1.1494178043e+04	1.2193019779e+04	-2.4946141906e-01	-2.2206016298e-01	4.8756874176e+03	5.8798297656e+03	-3.0850185327e-01	-2.3749781592e-01	-1.0880835487e+06	-1.1409158114e+06	1.1970922800e+06	1.0890499942e+06	4.0009937500e+02	3.8793116355e+02	3.1041352542e-05	3.0234454495e-05	1.3181060095e+02	2.3148667431e-06	6.0590975714e+00	-9.3642126429e-14	-5.2832262711e+04	-1.0804228578e+05	-1.2168211453e+01	-8.0689804642e-07
1.0444802320e+11	2.3721931084e+03	4.9416290931e+03	5.0733842507e+03	5.5990489485e-06	7.9120891161e-06	1.1363316383e+03	1.1423791906e+03	2.0124701917e-12	1.9192700755e-12	1.1500228369e+04	1.2198915367e+04	-2.4932822404e-01	-2.2186879680e-01	4.8760391279e+03	5.8809789408e+03	-3.0858235211e-01	-2.3744626355e-01	-1.0862059975e+06	-1.1392040599e+06	1.2050090520e+06	1.0967634050e+06	4.0014828964e+02	3.8796279585e+02	3.1024465234e-05	3.0218763733e-05	1.3175515754e+02	2.3130401676e-06	6.0475523506e+00	-9.3200116218e-14	-5.2998062435e+04	-1.0824564706e+05	-1.2185493799e+01	-8.0570150073e-07
1.0472002300e+11	2.3735094619e+03	4.9443136678e+03	5.0760136436e+03	5.5851447510e-06	7.8963646618e-06	1.1363147029e+03	1.1423507915e+03	2.0086922173e-12	1.9159315034e-12	1.1506266645e+04	1.2204799283e+04	-2.4919578920e-01	-2.2167836132e-01	4.8763848632e+03	5.8821217702e+03	-3.0866334936e-01	-2.3739528974e-01	-1.0843268894e+06	-1.1374905407e+06	1.2129186394e+06	1.1044700556e+06	4.0019775752e+02	3.8799500257e+02	3.1007620127e-05	3.0203110308e-05	1.3169997577e+02	2.3112199108e-06	6.0360885495e+00	-9.2760713872e-14	-5.3163651310e+04	-1.0844858374e+05	-1.2202754957e+01	-8.0450981933e-07
1.0499202280e+11	2.3748239412e+03	4.9469946818e+03	5.0786398379e+03	5.5712997315e-06	7.8807047172e-06	1.1362978632e+03	1.1423225280e+03	2.0049291740e-12	1.9126052668e-12	1.1512294958e+04	1.2210673388e+04	-2.4906404880e-01	-2.2148878214e-01	4.8767271692e+03	5.8832602193e+03	-3.0874467183e-01	-2.3734478374e-01	-1.0824475089e+06	-1.1357764905e+06	1.2208243353e+06	1.1121731381e+06	4.0024717548e+02	3.8802717729e+02	3.0990815608e-05	3.0187492103e-05	1.3164515609e+02	2.3094049856e-06	6.0246647757e+00	-9.2323907214e-14	-5.3328981628e+04	-1.0865119719e+05	-1.2219998183e+01	-8.0332350555e-07
1.0526402260e+11	2.3761300554e+03	4.9496723264e+03	5.0812631038e+03	5.5575120886e-06	7.8651067063e-06	1.1362810402e+03	1.1422942887e+03	2.0011806777e-12	1.9092909951e-12	1.1518314963e+04	1.2216539153e+04	-2.4893295011e-01	-2.2130000030e-01	4.8770680652e+03	5.8843958455e+03	-3.0882618174e-01	-2.3729465785e-01	-1.0805688732e+06	-1.1340628887e+06	1.2287287496e+06	1.1198751812e+06	4.0029606724e+02	3.8805884121e+02	3.0974050380e-05	3.0171907431e-05	1.3159077747e+02	2.3075946178e-06	6.0132484218e+00	-9.1889682540e-14	-5.3494015458e+04	-1.0885356838e+05	-1.2237226039e+01	-8.0214294901e-07
1.0553602240e+11	2.3774359303e+03	4.9523463898e+03	5.0838831265e+03	5.5437832178e-06	7.8495729565e-06	1.1362643313e+03	1.1422662111e+03	1.9974470071e-12	1.9059889957e-12	1.1524324674e+04	1.2222394816e+04	-2.4880254887e-01	-2.2111207776e-01	4.8774050575e+03	5.8855267370e+03	-3.0890804705e-01	-2.3724501567e-01	-1.0786897183e+06	-1.1323485198e+06	1.2366286410e+06	1.1275730414e+06	4.0034502865e+02	3.8809059325e+02	3.0957325666e-05	3.0156358080e-05	1.3153673675e+02	2.3057897387e-06	6.0018798181e+00	-9.1458011421e-14	-5.3658801523e+04	-1.0905559961e+05	-1.2254435402e+01	-8.0096758625e-07
1.0580802220e+11	2.3787415661e+03	4.9550168848e+03	5.0864999169e+03	5.5301127330e-06	7.8341030607e-06	1.1362477354e+03	1.1422382941e+03	1.9937280721e-12	1.9026991982e-12	1.1530324131e+04	1.2228240412e+04	-2.4867284043e-01	-2.2092500902e-01	4.8777381601e+03	5.8866529112e+03	-3.0899026584e-01	-2.3719585439e-01	-1.0768100482e+06	-1.1306333886e+06	1.2445240207e+06	1.1352667283e+06	4.0039405913e+02	3.8812243281e+02	3.0940641286e-05	3.0140843901e-05	1.3148303210e+02	2.3039903276e-06	5.9905586752e+00	-9.1028873918e-14	-5.3823340487e+04	-1.0925729232e+05	-1.2271626321e+01	-7.9979738482e-07
1.0608002200e+11	2.3800455950e+03	4.9576838616e+03	5.0891135403e+03	5.5164999577e-06	7.8186961641e-06	1.1362312354e+03	1.1422105133e+03	1.9900237218e-12	1.8994214701e-12	1.1536313713e+04	1.2234076283e+04	-2.4854381014e-01	-2.2073877746e-01	4.8780678100e+03	5.8877747093e+03	-3.0907280763e-01	-2.3714715331e-01	-1.0749300804e+06	-1.1289177053e+06	1.2524154470e+06	1.1429567822e+06	4.0044305801e+02	3.8815425864e+02	3.0923996826e-05	3.0125364425e-05	1.3142967871e+02	2.3021962063e-06	5.9792779203e+00	-9.0602251690e-14	-5.3987624846e+04	-1.0945866474e+05	-1.2288799369e+01	-7.9863240133e-07
1.0635202180e+11	2.3813451619e+03	4.9603474103e+03	5.0917241161e+03	5.5029439056e-06	7.8033509592e-06	1.1362147965e+03	1.1421828197e+03	1.9863337412e-12	1.8961556187e-12	1.1542294168e+04	1.2239903082e+04	-2.4841543263e-01	-2.2055244533e-01	4.8783949042e+03	5.8888928211e+03	-3.0915561069e-01	-2.3709866582e-01	-1.0730502648e+06	-1.1272019055e+06	1.2603040745e+06	1.1506443210e+06	4.0049181601e+02	3.8818586043e+02	3.0907391624e-05	3.0109918862e-05	1.3137670577e+02	2.3004070536e-06	5.9680232286e+00	-9.0178122513e-14	-5.4151640698e+04	-1.0965975351e+05	-1.2305955582e+01	-7.9747276224e-07
1.0662402160e+11	2.3826448116e+03	4.9630074191e+03	5.0943314586e+03	5.4894451805e-06	7.7880686465e-06	1.1361984722e+03	1.1421552894e+03	1.9826582455e-12	1.8929018021e-12	1.1548264404e+04	1.2245719808e+04	-2.4828773681e-01	-2.2036796259e-01	4.8787180524e+03	5.8900061810e+03	-3.0923876837e-01	-2.3705088511e-01	-1.0711698959e+06	-1.1254853205e+06	1.2681880943e+06	1.1583275900e+06	4.0054066537e+02	3.8821757249e+02	3.0890826278e-05	3.0094508228e-05	1.3132403960e+02	2.2986234660e-06	5.9568171952e+00	-8.9756443352e-14	-5.4315424580e+04	-1.0986050424e+05	-1.2323092878e+01	-7.9631805003e-07
1.0689602140e+11	2.3839445441e+03	4.9656639003e+03	5.0969356012e+03	5.4760034088e-06	7.7728486967e-06	1.1361822617e+03	1.1421279208e+03	1.9789971471e-12	1.8896599239e-12	1.1554224460e+04	1.2251526550e+04	-2.4816071829e-01	-2.2018430800e-01	4.8790372682e+03	5.8911148158e+03	-3.0932227892e-01	-2.3700357668e-01	-1.0692889777e+06	-1.1237679420e+06	1.2760675169e+06	1.1660065986e+06	4.0058960548e+02	3.8824939363e+02	3.0874300613e-05	3.0079132246e-05	1.3127170091e+02	2.2968452880e-06	5.9456591022e+00	-8.9337223147e-14	-5.4478964324e+04	-1.1006091833e+05	-1.2340211849e+01	-7.9516836645e-07
1.0716802120e+11	2.3852399785e+03	4.9683169854e+03	5.0995367276e+03	5.4626172950e-06	7.7576892973e-06	1.1361661121e+03	1.1421006391e+03	1.9753501666e-12	1.8864297195e-12	1.1560175460e+04	1.2257324307e+04	-2.4803434068e-01	-2.2000144076e-01	4.8793539211e+03	5.8922197803e+03	-3.0940604853e-01	-2.3695668086e-01	-1.0674081980e+06	-1.1220504324e+06	1.2839441083e+06	1.1736830570e+06	4.0063831580e+02	3.8828100159e+02	3.0857813712e-05	3.0063789750e-05	1.3121974218e+02	2.2950720024e-06	5.9345270600e+00	-8.8920447144e-14	-5.4642234326e+04	-1.1026105129e+05	-1.2357314210e+01	-7.9402396252e-07
1.0744002100e+11	2.3865253782e+03	4.9709668414e+03	5.1021351080e+03	5.4492852784e-06	7.7425880359e-06	1.1361499549e+03	1.1420733470e+03	1.9717169693e-12	1.8832108252e-12	1.1566118864e+04	1.2263114462e+04	-2.4790855779e-01	-2.1981931199e-01	4.8796698009e+03	5.8933224839e+03	-3.0948995470e-01	-2.3691012292e-01	-1.0655284566e+06	-1.1203336376e+06	1.2918201782e+06	1.1813592025e+06	4.0068637760e+02	3.8831197465e+02	3.0841364445e-05	3.0048479069e-05	1.3116826656e+02	2.2933027575e-06	5.9233920944e+00	-8.8506144071e-14	-5.4805180972e+04	-1.1046097572e+05	-1.2374402953e+01	-7.9288537585e-07
1.0771202080e+11	2.3878110817e+03	4.9736131995e+03	5.1047304113e+03	5.4360091863e-06	7.7275474699e-06	1.1361339123e+03	1.1420462158e+03	1.9680979252e-12	1.8800035569e-12	1.1572052145e+04	1.2268894899e+04	-2.4778344090e-01	-2.1963799596e-01	4.8799817234e+03	5.8944204788e+03	-3.0957421272e-01	-2.3686402705e-01	-1.0636481432e+06	-1.1186159712e+06	1.2996915957e+06	1.1890310303e+06	4.0073454566e+02	3.8834306977e+02	3.0824954385e-05	3.0033202079e-05	1.3111721180e+02	2.2915382836e-06	5.9123034791e+00	-8.8094368260e-14	-5.4967828004e+04	-1.1066056537e+05	-1.2391475890e+01	-7.9175230561e-07
1.0798402060e+11	2.3890970891e+03	4.9762560719e+03	5.1073224100e+03	5.4227886569e-06	7.7125686393e-06	1.1361179833e+03	1.1420192488e+03	1.9644929495e-12	1.8768081419e-12	1.1577975338e+04	1.2274665139e+04	-2.4765898585e-01	-2.1945749049e-01	4.8802897019e+03	5.8955137061e+03	-3.0965882092e-01	-2.3681839912e-01	-1.0617672617e+06	-1.1168975748e+06	1.3075583712e+06	1.1966985496e+06	4.0078281937e+02	3.8837429208e+02	3.0808583358e-05	3.0017960037e-05	1.3106633808e+02	2.2897799824e-06	5.9012655718e+00	-8.7684807522e-14	-5.5130313079e+04	-1.1085982159e+05	-1.2408527283e+01	-7.9062332043e-07
1.0825602040e+11	2.3903810957e+03	4.9788955329e+03	5.1099113408e+03	5.4096228537e-06	7.6976496238e-06	1.1361021399e+03	1.1419924041e+03	1.9609018581e-12	1.8736242445e-12	1.1583889054e+04	1.2280426025e+04	-2.4753517149e-01	-2.1927777201e-01	4.8805944636e+03	5.8966027826e+03	-3.0974372903e-01	-2.3677320358e-01	-1.0598861758e+06	-1.1151787207e+06	1.3154214388e+06	1.2043626645e+06	4.0083103018e+02	3.8840546885e+02	3.0792250809e-05	3.0002751471e-05	1.3101580797e+02	2.2880267700e-06	5.8902642005e+00	-8.7277613596e-14	-5.5292544853e+04	-1.1105877435e+05	-1.2425561327e+01	-7.8949933762e-07
1.0852802020e+11	2.3916617111e+03	4.9815316316e+03	5.1124972684e+03	5.3965111402e-06	7.6827896144e-06	1.1360863652e+03	1.1419656575e+03	1.9573245089e-12	1.8704517392e-12	1.1589793671e+04	1.2286177895e+04	-2.4741198373e-01	-2.1909882458e-01	4.8808964531e+03	5.8976880534e+03	-3.0982890607e-01	-2.3672841988e-01	-1.0580051064e+06	-1.1134596220e+06	1.3232813668e+06	1.2120239244e+06	4.0087907652e+02	3.8843649793e+02	3.0775956340e-05	2.9987575925e-05	1.3096563678e+02	2.2862784741e-06	5.8792923300e+00	-8.6872769615e-14	-5.5454515552e+04	-1.1125744240e+05	-1.2442578584e+01	-7.8838041531e-07
1.0880002000e+11	2.3929431644e+03	4.9841642660e+03	5.1150800362e+03	5.3834540437e-06	7.6679895932e-06	1.1360707082e+03	1.1419390786e+03	1.9537610020e-12	1.8672907489e-12	1.1595688181e+04	1.2291919857e+04	-2.4728944896e-01	-2.1892067753e-01	4.8811943738e+03	5.8987685332e+03	-3.0991443929e-01	-2.3668410034e-01	-1.0561233970e+06	-1.1117396486e+06	1.3311364704e+06	1.2196806959e+06	4.0092726603e+02	3.8846768854e+02	3.0759700487e-05	2.9972434236e-05	1.3091577024e+02	2.2845355495e-06	5.8683704384e+00	-8.6470253135e-14	-5.5616251551e+04	-1.1145577455e+05	-1.2459577498e+01	-7.8726625057e-07
1.0907201980e+11	2.3942254566e+03	4.9867934482e+03	5.1176596547e+03	5.3704512135e-06	7.6532491892e-06	1.1360551680e+03	1.1419126662e+03	1.9502112551e-12	1.8641412089e-12	1.1601572620e+04	1.2297651944e+04	-2.4716756314e-01	-2.1874332611e-01	4.8814882385e+03	5.8998442378e+03	-3.1000032714e-01	-2.3664024240e-01	-1.0542410512e+06	-1.1100188049e+06	1.3389867595e+06	1.2273329874e+06	4.0097559814e+02	3.8849904002e+02	3.0743483080e-05	2.9957326267e-05	1.3086620650e+02	2.2827979757e-06	5.8574982444e+00	-8.6070046230e-14	-5.5777753620e+04	-1.1165377208e+05	-1.2476558112e+01	-7.8615681323e-07
1.0934401960e+11	2.3955045519e+03	4.9894192980e+03	5.1202362917e+03	5.3575014791e-06	7.6385667655e-06	1.1360396966e+03	1.1418863524e+03	1.9466750146e-12	1.8610028793e-12	1.1607448022e+04	1.2303375074e+04	-2.4704629281e-01	-2.1856673342e-01	4.8817793112e+03	5.9009161381e+03	-3.1008648277e-01	-2.3659679140e-01	-1.0523587029e+06	-1.1082977008e+06	1.3468338626e+06	1.2349823760e+06	4.0102377875e+02	3.8853025677e+02	3.0727303288e-05	2.9942250956e-05	1.3081699374e+02	2.2810652864e-06	5.8466557928e+00	-8.5672135288e-14	-5.5938997855e+04	-1.1185148666e+05	-1.2493521984e+01	-7.8505233212e-07
1.0961601940e+11	2.3967784962e+03	4.9920418789e+03	5.1228100332e+03	5.3446041094e-06	7.6239413601e-06	1.1360242706e+03	1.1418601040e+03	1.9431521183e-12	1.8578756136e-12	1.1613314904e+04	1.2309089708e+04	-2.4692562016e-01	-2.1839087942e-01	4.8820682120e+03	5.9019847117e+03	-3.1017286323e-01	-2.3655371974e-01	-1.0504766611e+06	-1.1065766340e+06	1.3546785743e+06	1.2426296300e+06	4.0107166569e+02	3.8856119582e+02	3.0711160627e-05	2.9927207725e-05	1.3076815430e+02	2.2793372507e-06	5.8358333749e+00	-8.5276504741e-14	-5.6099972904e+04	-1.1204894424e+05	-1.2510469876e+01	-7.8395290196e-07
1.0988801920e+11	2.3980525305e+03	4.9946610622e+03	5.1253806837e+03	5.3317598377e-06	7.6093742676e-06	1.1360089507e+03	1.1418340070e+03	1.9396427100e-12	1.8547595782e-12	1.1619172008e+04	1.2314794731e+04	-2.4680557875e-01	-2.1821580161e-01	4.8823533291e+03	5.9030487341e+03	-3.1025957738e-01	-2.3651109276e-01	-1.0485941109e+06	-1.1048548224e+06	1.3625188031e+06	1.2502727224e+06	4.0111963967e+02	3.8859223981e+02	3.0695055799e-05	2.9912197642e-05	1.3071962151e+02	2.2776144299e-06	5.8250563112e+00	-8.4883131830e-14	-5.6260711464e+04	-1.1224608071e+05	-1.2527399866e+01	-7.8285815703e-07
1.1016001900e+11	2.3993300229e+03	4.9972767702e+03	5.1279481221e+03	5.3189690047e-06	7.5948661774e-06	1.1359937752e+03	1.1418081159e+03	1.9361468517e-12	1.8516548558e-12	1.1625018538e+04	1.2320489444e+04	-2.4668618889e-01	-2.1804152191e-01	4.8826336300e+03	5.9041074244e+03	-3.1034669488e-01	-2.3646895135e-01	-1.0467105300e+06	-1.1031317650e+06	1.3703532081e+06	1.2579103530e+06	4.0116794461e+02	3.8862363386e+02	3.0678989188e-05	2.9897221335e-05	1.3067135196e+02	2.2758971727e-06	5.8143406868e+00	-8.4491995891e-14	-5.6421234952e+04	-1.1244285510e+05	-1.2544310747e+01	-7.8176785303e-07
1.1043201880e+11	2.4006086758e+03	4.9998890758e+03	5.1305124481e+03	5.3062308069e-06	7.5804160124e-06	1.1359787164e+03	1.1417823915e+03	1.9326643665e-12	1.8485612843e-12	1.1630855098e+04	1.2326174384e+04	-2.4656743006e-01	-2.1786801761e-01	4.8829098397e+03	5.9051613420e+03	-3.1043416567e-01	-2.3642726346e-01	-1.0448262808e+06	-1.1014078109e+06	1.3781827207e+06	1.2655434233e+06	4.0121641287e+02	3.8865520944e+02	3.0662960253e-05	2.9882278145e-05	1.3062337237e+02	2.2741852054e-06	5.8036750353e+00	-8.4103082239e-14	-5.6581530047e+04	-1.1263929740e+05	-1.2561203422e+01	-7.8068210839e-07
1.1070401860e+11	2.4018793988e+03	5.0024982315e+03	5.1330740249e+03	5.2935430964e-06	7.5660206164e-06	1.1359636683e+03	1.1417566834e+03	1.9291947965e-12	1.8454784132e-12	1.1636683964e+04	1.2331851563e+04	-2.4644923311e-01	-2.1769521267e-01	4.8831847935e+03	5.9062126512e+03	-3.1052179574e-01	-2.3638590970e-01	-1.0429427868e+06	-1.0996843282e+06	1.3860109984e+06	1.2731754753e+06	4.0126438464e+02	3.8868630334e+02	3.0646967356e-05	2.9867365882e-05	1.3057579338e+02	2.2724775200e-06	5.7930150810e+00	-8.3716383311e-14	-5.6741541412e+04	-1.1283552316e+05	-1.2578081300e+01	-7.7960147423e-07
1.1097601840e+11	2.4031505823e+03	5.0051040259e+03	5.1356325354e+03	5.2809072322e-06	7.5516822461e-06	1.1359487276e+03	1.1417311289e+03	1.9257384164e-12	1.8424065426e-12	1.1642503103e+04	1.2337519185e+04	-2.4633165433e-01	-2.1752316899e-01	4.8834558997e+03	5.9072593834e+03	-3.1060976099e-01	-2.3634499580e-01	-1.0410587411e+06	-1.0979600624e+06	1.3938346854e+06	1.2808032571e+06	4.0131246836e+02	3.8871752705e+02	3.0631011705e-05	2.9852486318e-05	1.3052850954e+02	2.2707750139e-06	5.7824012821e+00	-8.3331873818e-14	-5.6901321326e+04	-1.1303142838e+05	-1.2594941308e+01	-7.7852538630e-07
1.1124801820e+11	2.4044222264e+03	5.0077064704e+03	5.1381879896e+03	5.2683228875e-06	7.5374005548e-06	1.1359338936e+03	1.1417057270e+03	1.9222951491e-12	1.8393456119e-12	1.1648312548e+04	1.2343177284e+04	-2.4621468985e-01	-2.1735188240e-01	4.8837231709e+03	5.9083015539e+03	-3.1069805986e-01	-2.3630451942e-01	-1.0391741472e+06	-1.0962350176e+06	1.4016537915e+06	1.2884267772e+06	4.0136066347e+02	3.8874887998e+02	3.0615093138e-05	2.9837639322e-05	1.3048151920e+02	2.2690776674e-06	5.7718333766e+00	-8.2949537234e-14	-5.7060870494e+04	-1.1322701429e+05	-1.2611783491e+01	-7.7745381662e-07
1.1152001800e+11	2.4056882289e+03	5.0103057371e+03	5.1407406331e+03	5.2557885361e-06	7.5231733402e-06	1.1359190951e+03	1.1416803768e+03	1.9188646663e-12	1.8362953028e-12	1.1654113837e+04	1.2348827219e+04	-2.4609829237e-01	-2.1718130089e-01	4.8839885157e+03	5.9093406197e+03	-3.1078656145e-01	-2.3626439993e-01	-1.0372899618e+06	-1.0945101135e+06	1.4094707759e+06	1.2960484167e+06	4.0140852764e+02	3.8877991750e+02	3.0599210516e-05	2.9822823391e-05	1.3043489601e+02	2.2673848041e-06	5.7612816959e+00	-8.2569363440e-14	-5.7220151762e+04	-1.1342235919e+05	-1.2628610135e+01	-7.7638712524e-07
1.1179201780e+11	2.4069499060e+03	5.0129018018e+03	5.1432904239e+03	5.2433041301e-06	7.5090006821e-06	1.1359043469e+03	1.1416550993e+03	1.9154469488e-12	1.8332556140e-12	1.1659906679e+04	1.2354468734e+04	-2.4598246762e-01	-2.1701143076e-01	4.8842515388e+03	5.9103762844e+03	-3.1087529191e-01	-2.3622465204e-01	-1.0354059829e+06	-1.0927851567e+06	1.4172851211e+06	1.3036676731e+06	4.0145615623e+02	3.8881073544e+02	3.0583363900e-05	2.9808038700e-05	1.3038862204e+02	2.2656965520e-06	5.7507524391e+00	-8.2191334892e-14	-5.7379173791e+04	-1.1361744797e+05	-1.2645420787e+01	-7.7532519995e-07
1.1206401760e+11	2.4082122803e+03	5.0154945435e+03	5.1458371772e+03	5.2308703440e-06	7.4948837766e-06	1.1358897062e+03	1.1416299758e+03	1.9120421291e-12	1.8302266987e-12	1.1665689873e+04	1.2360100771e+04	-2.4586724747e-01	-2.1684230713e-01	4.8845106920e+03	5.9114073762e+03	-3.1096435622e-01	-2.3618533794e-01	-1.0335214295e+06	-1.0910593979e+06	1.4250948209e+06	1.3112826024e+06	4.0150391242e+02	3.8884169878e+02	3.0567553941e-05	2.9793286247e-05	1.3034263368e+02	2.2640134326e-06	5.7402695813e+00	-8.1815430425e-14	-5.7537968366e+04	-1.1381221848e+05	-1.2662213644e+01	-7.7426769421e-07
